Value
927.1
944.7
712.4
14082.4
12575.3
12012.6
11694.1
12107.0
34108.1
33998.1
33958.2
33936.0
33828.0
360.7
381.5
400.9
417.1
454.8
7306.6
6382.8
6612.9
6253.5
6171.1
554.2
554.5
554.6
554.4
554.5
975.1
1205.8
895.3
1052.2
1056.7
25714.3
25555.6
25482.9
25511.9
25534.3
1077.0
1102.5
1127.0
1138.7
1163.1
15454.5
15457.5
15612.8
15662.3
15715.1
5342.5
5209.3
5283.3
5304.2
5290.0
483.8
483.7
484.4
483.3
483.7
734.5
805.6
706.1
800.2
554.3
815.6
940.0
738.4
896.3
905.5
1367.4
1400.0
1413.3
1282.1
1268.8
6987.8
6987.6
6987.5
6987.6
6987.6
1685.8
1762.5
1520.8
1660.2
1636.7
9343.2
9444.0
9157.0
9241.5
9165.9
824.6
898.2
722.4
870.1
894.0
7851.5
7805.2
7731.2
7704.2
7676.6
16692.9
16702.8
16727.3
16756.3
16756.4
4592.0
4592.9
4596.6
4594.1
4595.4
13942.2
13422.0
13766.8
13706.2
13629.7
5551.3
5556.9
5570.7
5572.1
5578.0
1029.3
1030.6
1031.0
1030.0
1030.4
1873.7
1873.9
1874.3
1874.0
1874.1
5433.5
5436.3
5438.8
5433.5
5436.4
7967.1
7963.3
7962.6
7962.0
7961.0
806.0
797.5
796.3
796.4
793.2
14902.6
14885.8
14895.2
14895.9
14888.2
1911.2
1931.8
1924.0
1921.8
1925.8
2124.2
2237.7
2040.3
2211.8
2375.3
1225.4
1229.4
1113.6
966.2
1180.9
606.6
596.4
479.4
527.1
638.8
990.3
1060.5
899.6
1028.2
987.9
1156.8
1181.6
1086.3
1151.0
1052.4
101893.0
101717.3
101608.5
101453.6
101428.8
11238.6
9908.3
11771.5
11930.6
11736.6
7490.4
7715.8
7711.4
7638.4
7688.4
17030.3
17030.3
17129.2
17180.4
17086.4
796.1
805.5
798.8
800.1
801.4
1505.9
1505.9
1492.6
1482.4
1473.1
6985.4
8478.0
11663.4
15767.8
13264.5
1156.1
1261.7
1095.7
1204.1
1221.1
6306.7
6340.5
6342.6
6323.8
6329.4
428.9
430.3
389.8
338.2
413.3
5700.3
5746.2
5753.8
5740.8
5742.3
353.7
375.1
332.1
354.7
383.7
215.2
231.2
187.8
198.3
222.5
508.9
518.9
516.0
505.7
509.7
5083.6
6254.5
6971.8
7057.6
6871.4
101893.0
101717.3
101608.5
101453.6
101428.8
1239.5
1256.1
1265.3
1270.8
1288.6
9051.6
9043.7
9056.4
9071.3
9084.5
592.8
598.5
593.7
595.0
595.7
7261.4
7108.9
7117.9
7167.9
7137.8
44491.9
44417.0
44286.5
44189.5
44196.4
851.5
848.8
849.5
849.9
849.4
519.3
606.2
688.5
727.3
862.7
5770.0
5590.8
5260.8
6086.6
6086.6
4829.1
4993.7
4963.3
4928.3
4961.7
6807.3
6880.0
6930.4
6963.6
7008.4
518.7
515.7
509.2
503.4
499.5
3211.3
3103.7
3103.7
3048.8
4626.8
123.8
132.7
138.0
166.7
141.4
4714.9
4733.5
4755.0
4795.6
4823.2
16488.8
16293.3
16237.8
16339.1
16290.0
5304.3
5452.6
5375.6
5503.5
5377.5
1345.5
1347.8
1404.5
1397.3
1409.2
12879.5
13379.2
13075.5
13018.8
13053.9
2521.7
2496.5
2470.6
2456.9
2435.3
1565.5
1396.1
1417.5
1475.1
1679.2
1401.9
1407.4
1408.9
1382.0
1387.4
706.2
708.3
707.0
707.2
707.5
2026.5
2177.3
2110.3
2221.0
2622.7
598.3
545.5
567.2
588.5
590.6
860.4
868.3
887.4
935.0
827.9
1638.2
1652.5
1702.6
1676.8
1635.3
6411.8
6484.1
6906.5
6223.4
6172.1
2770.9
2783.4
2801.0
2811.9
2824.9
9181.2
9673.8
9508.0
9240.9
9471.8
12920.1
12969.3
12597.0
12580.8
12511.0
2824.0
2921.0
2906.3
2896.0
2925.7
12763.6
12780.4
12765.4
12769.9
12771.9
5238.9
5202.4
5217.4
5219.3
5213.0
976.4
989.8
956.6
966.2
967.0
707.3
709.4
703.8
706.9
706.7
777.4
782.2
777.4
779.0
779.6
631.1
628.8
630.2
631.8
630.9
1220.2
1211.3
1242.9
1243.4
1249.8
8260.5
8265.1
8269.3
8265.0
8266.5
2512.7
2532.6
2512.4
2519.3
2521.4
603.2
605.0
605.9
604.7
605.2
59973.4
59990.4
60137.3
60606.5
60945.9
3867.7
3869.5
3860.3
3843.3
3842.8
5524.8
5550.0
5541.8
5538.8
5543.5
9719.9
9714.2
9718.3
9705.8
9715.1
2792.2
2732.0
2735.9
2562.1
2780.2
1143.9
1200.5
1257.6
1134.5
575.1
205.4
205.8
207.0
207.0
207.9
709.7
714.7
715.9
733.5
653.6
1471.9
1451.9
1468.4
1464.2
1461.6
3195.5
3197.7
3202.2
3204.0
3203.2
79493.8
79621.9
79792.0
80186.7
80596.9
1794.5
1782.7
1787.5
1771.9
1759.9
1139.5
1135.7
1203.2
1192.7
1193.1
10364.4
10384.7
10404.8
10422.4
10441.3
512.4
512.5
511.8
511.4
511.0
5561.6
5546.3
5518.2
5561.5
5407.9
2233.6
2206.1
2214.6
2199.8
2460.8
9839.2
9935.3
9803.8
9805.0
9802.4
400.4
420.2
440.2
397.1
201.3
3466.4
3318.0
3275.1
3243.5
3202.5
329.9
336.8
347.3
327.9
271.5
651.1
628.4
673.6
605.0
639.9
828.3
828.1
827.1
827.8
827.7
5471.7
5398.8
5251.4
5621.3
5584.7
79493.8
79621.9
79792.0
80186.7
80596.9
522.4
608.4
689.8
728.4
862.7
3843.4
3853.3
3845.5
4076.2
3919.4
4479.5
4463.2
4575.9
4506.0
4514.8
11534.9
11627.2
11890.8
11876.5
11984.1
1318.8
1327.9
1372.8
1335.9
1318.1
532.6
533.0
533.6
534.0
534.6
22282.1
22967.0
23784.0
24416.2
25071.9
7492.4
7509.7
7474.2
7473.8
7457.7
8675.1
8840.5
8503.6
8446.6
8462.6
528.2
538.3
550.0
560.6
568.4
6027.0
6420.8
6415.6
6479.5
6906.2
1600.0
1600.0
1600.0
1600.0
1600.0
1503.0
1520.7
1666.7
1662.0
1660.0
13236.0
13579.1
13907.2
13788.7
14210.4
5108.8
5139.9
5199.6
5149.3
5162.8
8149.3
8170.6
8379.7
8369.4
8229.4
1109.9
1163.3
1141.2
1138.0
1147.4
1670.6
1676.6
1838.8
1651.4
1718.9
1052.8
1045.9
1041.5
1040.4
1062.0
284.1
284.4
284.4
284.1
284.3
6657.8
6677.9
6710.0
6742.4
6771.9
2531.3
2582.8
2530.0
2504.4
2753.1
13435.2
13845.4
14373.4
14163.0
14365.6
1554.1
1697.8
1504.0
1413.0
1495.7
841.7
854.6
873.7
881.0
890.8
907.1
911.3
877.9
859.2
882.8
6990.3
7005.2
7093.4
7215.4
7289.6
20649.4
20655.3
21518.8
21583.7
21729.6
18221.8
18284.7
18065.5
18552.4
18727.8
39653.9
40772.5
39469.7
39962.0
40064.7
10011.4
10115.7
9773.6
9800.2
9795.1
4589.6
4636.0
4652.1
4663.8
4697.4
144.0
144.0
144.6
145.7
145.8
1120.4
1140.3
1168.5
1166.3
1181.4
92.9
93.1
93.3
93.5
93.4
9857.6
9935.3
10062.1
9807.3
9823.7
3500.2
3482.0
3494.0
3492.0
3489.3
687.6
687.6
687.5
687.6
687.6
64074.5
64638.0
63475.4
64952.5
64896.8
11116.8
11123.8
11142.8
11127.9
11131.6
3280.1
3343.6
3201.7
3358.6
3255.9
1866.7
1866.7
1866.7
1866.7
1833.9
1150.0
1171.1
1045.2
1295.2
1332.3
1723.2
1801.7
1730.2
1888.9
1857.1
24494.4
24412.5
24415.4
24384.5
24342.1
1841.3
1798.6
1815.8
1818.3
1810.8
7122.3
7493.0
7534.2
7294.1
7121.9
7932.1
7910.7
7830.2
7890.9
7877.3
401.6
409.8
413.1
408.0
411.4
17508.0
17714.9
18653.4
18430.8
18570.3
2346.2
2410.8
2360.5
2410.4
2562.3
30205.5
30944.5
30085.6
30391.8
30465.0
653.3
653.3
653.3
653.3
641.9
13175.8
13211.8
13164.0
13196.6
13202.5
540.2
550.6
563.3
573.6
579.4
890.3
904.7
952.0
907.2
936.5
779.5
788.5
852.3
861.1
845.5
18303.8
18858.6
19514.3
19656.5
20017.7
24494.4
24412.5
24415.4
24384.5
24342.1
510.9
518.2
521.1
524.1
524.6
9661.4
9673.2
9573.5
9626.0
9618.4
10780.6
10782.5
10782.2
10781.7
10782.1
7284.6
7545.4
7486.4
7669.6
7582.3
165.9
165.9
166.6
163.9
164.1
2688.0
2703.3
2709.7
2733.7
2763.3
234.6
236.2
238.7
236.1
236.7
3651.9
3672.8
3674.7
3685.3
3697.8
818.8
826.9
810.6
822.5
822.9
807.8
803.8
802.4
801.8
797.6
9911.3
9867.8
9863.6
9838.9
9814.8
3634.5
3643.8
3662.7
3674.5
3685.1
988.6
992.6
967.6
968.1
976.0
727.4
735.8
710.8
745.5
728.4
5533.0
5533.1
5538.9
5534.3
5535.9
5496.1
5530.3
5553.4
5565.5
5591.8
5355.8
5544.1
5429.4
5442.4
5471.7
2213.5
2214.1
2213.6
2213.7
2213.8
1128.2
1148.1
1051.9
1066.7
1136.8
425.9
426.5
427.6
428.3
429.4
10178.9
10177.2
10177.2
10176.2
10175.1
11283.7
11336.7
11226.8
11342.4
11326.0
9004.4
9069.1
9124.4
9149.9
9180.4
13912.7
13085.8
13293.6
13196.9
13192.0
8699.1
8694.6
8701.6
8696.1
8697.0
1128.2
1148.1
1051.9
1066.7
1136.8
3634.5
3643.8
3662.7
3674.5
3685.1
5263.5
5279.9
5270.4
5274.1
5277.5
307.6
307.9
306.6
306.6
305.8
1150.3
1161.8
1166.2
1161.4
1152.3
727.4
735.8
710.8
745.5
728.4
7475.4
7719.9
7671.1
7843.1
7762.3
10178.9
10177.2
10177.2
10176.2
10175.1
988.6
992.6
967.6
968.1
976.0
5075.0
5095.6
5116.8
5131.3
5152.5
672.3
671.0
483.8
674.7
670.1
23751.0
23833.5
13241.3
13339.5
13336.2
900.1
919.8
955.5
936.1
937.6
18694.8
20467.6
19365.7
20563.7
18941.5
14654.4
18160.8
16467.1
13104.9
14722.8
14584.6
16365.9
14651.5
19079.7
15980.3
4189.6
1823.3
1508.9
975.2
1087.1
4189.6
4268.0
4268.6
4271.8
4385.4
11907.2
15555.6
12464.2
15678.9
14720.9
449.4
453.9
459.1
449.3
450.5
849.7
819.6
817.4
836.6
829.8
4571.2
3834.0
3828.2
2831.7
4420.6
474.2
532.8
454.7
508.3
483.8
14452.9
16155.8
15690.0
17587.4
16502.2
7362.6
11026.4
10677.8
9394.0
9078.3
14602.8
14832.6
17622.7
15136.0
15906.5
671.1
643.5
620.6
591.4
801.2
13243.4
11187.7
11605.1
12665.2
12817.3
14591.2
15038.9
14379.2
14613.8
14465.6
815.0
1044.0
778.7
924.2
919.1
2513.3
2514.0
2514.9
2514.9
2514.6
568.6
568.3
568.6
568.5
568.5
13462.0
12339.3
10560.4
8861.0
7834.0
11603.2
11082.0
12301.5
12910.6
11820.7
2664.9
3005.5
2345.4
2685.5
2244.3
18219.5
17693.2
19713.9
14181.6
14299.1
13161.6
14316.9
13786.6
13751.6
13950.9
944.0
887.6
715.5
876.6
901.1
10972.3
11729.3
11559.9
12849.6
12038.3
19470.9
18946.0
19658.4
19558.4
19503.0
21655.3
24982.2
25377.3
20641.5
26206.0
15389.7
13354.8
14353.8
14790.5
15920.9
8476.5
10527.7
9101.4
9777.8
7998.7
4900.1
4900.0
4900.5
4900.2
4900.2
992.3
970.8
974.5
982.0
980.9
1021.4
1034.3
1052.3
1062.2
1072.4
5354.0
5356.7
5353.1
5354.6
5354.8
22402.3
19050.7
19995.0
19620.9
20208.9
5744.0
5753.3
5756.2
5714.4
5750.2
11223.2
10934.8
12149.5
13364.3
10427.4
22531.9
23559.1
22679.4
24900.5
22795.6
13749.4
15097.1
15807.0
17587.4
16324.0
3456.8
3351.7
2769.1
3225.6
3334.0
962.8
893.0
1079.2
653.8
820.8
513.9
445.4
464.0
522.7
498.0
1006.9
995.0
801.8
978.0
935.8
615.4
655.7
713.8
587.8
602.3
14202.7
15394.3
15495.5
16481.6
14884.9
72879.9
72927.7
72834.5
72541.3
72574.3
15776.1
14658.0
15486.9
14894.9
15713.1
42257.1
14955.6
15058.3
14821.9
14756.0
1078.2
1013.5
1040.3
1043.9
1032.6
15162.3
17598.3
17024.6
19019.5
18960.0
3800.0
2485.2
3151.7
3649.6
3847.7
20389.7
21365.6
13987.2
14546.9
14546.9
1930.1
5303.4
3000.0
4601.7
5634.4
12892.9
17947.8
17676.7
17394.0
15472.6
1767.7
1686.0
1441.2
1671.0
1587.6
17668.0
13456.2
13997.8
14066.3
14680.4
337.8
316.5
378.4
230.3
288.3
14798.3
14398.6
13265.6
12181.0
12443.3
325.9
391.2
343.7
298.0
319.0
196.2
291.2
192.3
203.8
200.9
599.7
627.0
573.0
622.8
606.2
16994.8
16416.0
16377.4
17335.0
16740.6
67944.9
69721.0
68914.5
68675.4
68288.6
4043.9
1784.8
1489.1
975.4
1084.3
11028.0
12154.8
12012.7
12225.3
12870.4
26504.8
26660.1
26772.4
26448.8
26561.3
18659.8
18967.2
18892.5
18547.7
18564.2
6722.0
8452.4
9103.6
9630.4
9157.5
7085.8
8037.6
8037.6
8037.6
8037.6
394.3
397.2
399.6
399.1
401.4
11818.2
13956.6
13813.4
13672.9
14346.9
7332.1
7336.6
7335.6
7334.7
7335.7
3055.9
3035.8
3023.0
3003.9
2984.3
593.9
875.8
828.0
518.0
707.5
10103.0
10157.6
10098.4
10119.6
10125.2
873.5
1013.3
979.1
960.7
1177.0
1279.4
1467.2
1381.7
1225.5
1336.5
2053.9
2654.9
2648.2
2841.4
3074.0
6712.3
6714.9
6728.2
6749.3
6753.3
146.4
139.9
140.4
139.4
137.5
916.7
1119.0
1074.0
1131.3
1253.3
10525.3
10676.6
10741.6
11146.5
10855.1
34892.4
36101.9
37363.3
36601.5
37527.1
30424.5
30746.6
31394.0
31104.5
31372.0
7519.1
7529.0
7514.4
7473.7
7475.9
13557.0
13659.2
13823.1
13666.7
13774.1
4235.9
4239.7
4280.5
4334.8
4342.2
1507.0
1423.0
1519.1
1531.2
1544.6
1354.4
1441.8
1364.1
1387.3
1362.5
7600.0
7447.4
7483.2
7510.6
7480.5
4282.0
4280.2
4277.4
4264.4
4266.5
22529.1
22746.2
23158.5
23557.6
23847.9
23320.5
23283.7
22989.1
23057.5
23005.8
3344.2
3343.2
3627.7
3783.8
3816.5
759.6
1115.0
1187.5
900.9
840.6
549.3
813.8
852.5
887.5
1022.5
1131.2
1356.8
1328.1
1344.2
1319.0
114876.0
114720.0
114304.4
114048.6
114034.8
41064.9
41946.7
43915.1
44101.4
45092.8
20911.2
20716.3
19450.8
18168.3
17534.0
16472.9
19378.4
18798.0
16667.1
15048.1
17655.2
17063.7
16749.2
16405.6
15928.5
1601.3
1821.6
1854.7
1931.9
2038.7
7519.1
7529.0
7514.4
7473.7
7475.9
265.9
390.2
415.6
315.3
294.2
12431.4
14968.3
14552.9
13334.6
12284.8
470.4
543.6
514.1
458.3
500.4
390.0
446.3
422.9
380.3
413.2
594.1
876.0
828.1
518.2
707.7
13382.6
15177.1
15157.4
15040.9
15629.6
114876.0
114720.0
114304.4
114048.6
114034.8
501.3
497.8
505.4
507.2
508.9
12156.6
12044.4
12301.5
12236.6
11851.9
762.8
770.4
784.2
772.4
775.6
13030.0
13182.2
13317.2
13469.5
13606.7
521.4
527.2
540.5
549.0
565.7
11166.7
11190.6
11266.6
11207.6
11221.6
1487.2
1504.0
1538.8
1520.4
1527.3
3949.8
3938.1
3977.8
4013.1
3924.4
78.8
79.0
79.2
79.0
79.1
756.0
758.9
762.8
763.5
766.4
421.5
422.8
421.7
422.0
422.2
1053.1
1080.8
1117.4
1125.2
986.8
3825.4
3799.7
3615.3
3654.5
3674.1
499.3
515.5
529.0
566.1
525.3
5219.1
5215.1
5211.1
5215.0
5213.7
891.0
861.1
858.6
859.8
875.5
743.7
743.6
756.4
757.4
750.0
4268.0
4149.6
4178.3
4340.2
4336.6
1227.1
1226.0
1230.2
1253.8
1253.7
587.7
600.1
593.1
594.7
743.6
1045.0
1019.3
1034.7
1066.9
1065.7
8675.6
8652.4
8680.6
8234.8
8242.1
4619.2
4626.2
4632.3
4632.9
4636.7
5830.4
5587.2
5715.2
5710.2
5670.5
1026.1
1026.6
1027.7
1028.1
1029.0
5093.9
5100.1
5105.2
5105.2
5109.9
8010.4
8018.8
8015.4
8014.9
8016.4
1639.8
1684.5
1686.9
1696.8
1809.3
645.5
681.3
734.5
670.0
659.0
325.7
326.6
328.4
328.8
330.1
889.1
896.7
876.4
884.2
923.1
796.5
851.5
1020.7
1020.4
989.4
3651.4
3628.3
3636.2
3622.7
3566.3
3117.0
3109.7
3112.3
3115.2
3252.6
4246.2
4252.6
4247.5
4248.8
4249.6
444.9
445.7
445.6
444.7
444.7
8949.0
9034.6
9037.1
9043.9
8965.5
1143.0
1150.3
1149.5
1167.8
1196.5
4619.2
4626.2
4632.3
4632.9
4636.7
225.9
238.5
257.1
234.5
230.7
6859.6
6760.5
6866.4
6879.5
6880.6
376.8
458.7
573.2
574.8
572.7
185.8
215.2
245.3
240.2
236.1
537.8
544.0
556.6
563.9
579.6
5192.8
5228.5
5249.7
5292.1
5175.6
1487.2
1504.0
1538.8
1520.4
1527.3
5073.9
5080.4
5084.7
5085.1
5089.6
